Iteration 0: Weight 0; Strategy Change = 0.131378
Iteration 2269: Weight 2255.03; Strategy Change = 3.61834e-11
Iteration 2270: Weight 2256.03; Strategy Change = 3.61358e-11
Iteration 2271: Weight 2257.03; Strategy Change = 3.60883e-11
Iteration 2272: Weight 2258.03; Strategy Change = 3.60409e-11
Iteration 2273: Weight 2259.03; Strategy Change = 3.59936e-11
Iteration 2274: Weight 2260.03; Strategy Change = 3.59464e-11
Iteration 2275: Weight 2261.03; Strategy Change = 3.58992e-11
Iteration 2276: Weight 2262.03; Strategy Change = 3.58522e-11
Iteration 2277: Weight 2263.03; Strategy Change = 3.58052e-11
Iteration 2278: Weight 2264.03; Strategy Change = 3.57583e-11
Iteration 2279: Weight 2265.03; Strategy Change = 3.57114e-11
Iteration 2280: Weight 2266.02; Strategy Change = 3.56647e-11
Iteration 2281: Weight 2267.02; Strategy Change = 3.5618e-11
Iteration 2282: Weight 2268.02; Strategy Change = 3.55715e-11
Iteration 2283: Weight 2269.02; Strategy Change = 3.5525e-11
Iteration 2284: Weight 2270.02; Strategy Change = 3.54785e-11
Iteration 2285: Weight 2271.02; Strategy Change = 3.54322e-11
Iteration 2286: Weight 2272.02; Strategy Change = 3.53859e-11
Iteration 2287: Weight 2273.02; Strategy Change = 3.53398e-11
Iteration 2288: Weight 2274.02; Strategy Change = 3.52937e-11
Iteration 2289: Weight 2275.02; Strategy Change = 3.52477e-11
Iteration 2290: Weight 2276.02; Strategy Change = 3.52017e-11
Iteration 2291: Weight 2277.02; Strategy Change = 3.51559e-11
Iteration 2292: Weight 2278.01; Strategy Change = 3.51101e-11
Iteration 2293: Weight 2279.01; Strategy Change = 3.50644e-11
Iteration 2294: Weight 2280.01; Strategy Change = 3.50188e-11
Iteration 2295: Weight 2281.01; Strategy Change = 3.49732e-11
Iteration 2296: Weight 2282.01; Strategy Change = 3.49278e-11
Iteration 2297: Weight 2283.01; Strategy Change = 3.48824e-11
Iteration 2298: Weight 2284.01; Strategy Change = 3.48371e-11
Iteration 2299: Weight 2285.01; Strategy Change = 3.47919e-11
Iteration 2300: Weight 2286.01; Strategy Change = 3.47467e-11
Iteration 2301: Weight 2287.01; Strategy Change = 3.47017e-11
Iteration 2302: Weight 2288.01; Strategy Change = 3.46567e-11
Iteration 2303: Weight 2289; Strategy Change = 3.46117e-11
Iteration 2304: Weight 2290; Strategy Change = 3.45669e-11
Iteration 2305: Weight 2291; Strategy Change = 3.45222e-11
Iteration 2306: Weight 2292; Strategy Change = 3.44775e-11
Iteration 2307: Weight 2293; Strategy Change = 3.44329e-11
Iteration 2308: Weight 2294; Strategy Change = 3.43883e-11
Iteration 2309: Weight 2295; Strategy Change = 3.43439e-11
Iteration 2310: Weight 2296; Strategy Change = 3.42995e-11
Iteration 2311: Weight 2297; Strategy Change = 3.42552e-11
Iteration 2312: Weight 2298; Strategy Change = 3.4211e-11
Iteration 2313: Weight 2299; Strategy Change = 3.41669e-11
Iteration 2314: Weight 2300; Strategy Change = 3.41228e-11
Iteration 2315: Weight 2300.99; Strategy Change = 3.40788e-11
Iteration 2316: Weight 2301.99; Strategy Change = 3.40349e-11
Iteration 2317: Weight 2302.99; Strategy Change = 3.3991e-11
Iteration 2318: Weight 2303.99; Strategy Change = 3.39473e-11
Iteration 2319: Weight 2304.99; Strategy Change = 3.39036e-11
Iteration 2320: Weight 2305.99; Strategy Change = 3.38599e-11
Iteration 2321: Weight 2306.99; Strategy Change = 3.38164e-11
Iteration 2322: Weight 2307.99; Strategy Change = 3.37729e-11
Iteration 2323: Weight 2308.99; Strategy Change = 3.37295e-11
Iteration 2324: Weight 2309.99; Strategy Change = 3.36862e-11
Iteration 2325: Weight 2310.99; Strategy Change = 3.3643e-11
Iteration 2326: Weight 2311.98; Strategy Change = 3.35998e-11
Iteration 2327: Weight 2312.98; Strategy Change = 3.35567e-11
Iteration 2328: Weight 2313.98; Strategy Change = 3.35137e-11
Iteration 2329: Weight 2314.98; Strategy Change = 3.34707e-11
Iteration 2330: Weight 2315.98; Strategy Change = 3.34278e-11
Iteration 2331: Weight 2316.98; Strategy Change = 3.3385e-11
Iteration 2332: Weight 2317.98; Strategy Change = 3.33423e-11
Iteration 2333: Weight 2318.98; Strategy Change = 3.32997e-11
Iteration 2334: Weight 2319.98; Strategy Change = 3.32571e-11
Iteration 2335: Weight 2320.98; Strategy Change = 3.32146e-11
Iteration 2336: Weight 2321.98; Strategy Change = 3.31721e-11
Iteration 2337: Weight 2322.98; Strategy Change = 3.31297e-11
Iteration 2338: Weight 2323.97; Strategy Change = 3.30874e-11
Iteration 2339: Weight 2324.97; Strategy Change = 3.30452e-11
Iteration 2340: Weight 2325.97; Strategy Change = 3.30031e-11
Iteration 2341: Weight 2326.97; Strategy Change = 3.2961e-11
Iteration 2342: Weight 2327.97; Strategy Change = 3.2919e-11
Iteration 2343: Weight 2328.97; Strategy Change = 3.2877e-11
Iteration 2344: Weight 2329.97; Strategy Change = 3.28352e-11
Iteration 2345: Weight 2330.97; Strategy Change = 3.27934e-11
Iteration 2346: Weight 2331.97; Strategy Change = 3.27516e-11
Iteration 2347: Weight 2332.97; Strategy Change = 3.271e-11
Iteration 2348: Weight 2333.97; Strategy Change = 3.26684e-11
Iteration 2349: Weight 2334.97; Strategy Change = 3.26269e-11
Iteration 2350: Weight 2335.96; Strategy Change = 3.25854e-11
Iteration 2351: Weight 2336.96; Strategy Change = 3.25441e-11
Iteration 2352: Weight 2337.96; Strategy Change = 3.25028e-11
Iteration 2353: Weight 2338.96; Strategy Change = 3.24615e-11
Iteration 2354: Weight 2339.96; Strategy Change = 3.24204e-11
Iteration 2355: Weight 2340.96; Strategy Change = 3.23793e-11
Iteration 2356: Weight 2341.96; Strategy Change = 3.23382e-11
Iteration 2357: Weight 2342.96; Strategy Change = 3.22973e-11
Iteration 2358: Weight 2343.96; Strategy Change = 3.22564e-11
Iteration 2359: Weight 2344.96; Strategy Change = 3.22156e-11
Iteration 2360: Weight 2345.96; Strategy Change = 3.21748e-11
Iteration 2361: Weight 2346.96; Strategy Change = 3.21341e-11
Iteration 2362: Weight 2347.95; Strategy Change = 3.20935e-11
Iteration 2363: Weight 2348.95; Strategy Change = 3.2053e-11
Iteration 2364: Weight 2349.95; Strategy Change = 3.20125e-11
Iteration 2365: Weight 2350.95; Strategy Change = 3.19721e-11
Iteration 2366: Weight 2351.95; Strategy Change = 3.19317e-11
Iteration 2367: Weight 2352.95; Strategy Change = 3.18915e-11
Iteration 2368: Weight 2353.95; Strategy Change = 3.18513e-11
Iteration 2369: Weight 2354.95; Strategy Change = 3.18111e-11
Iteration 2370: Weight 2355.95; Strategy Change = 3.17711e-11
Iteration 2371: Weight 2356.95; Strategy Change = 3.17311e-11
Iteration 2372: Weight 2357.95; Strategy Change = 3.16911e-11
Iteration 2373: Weight 2358.94; Strategy Change = 3.16512e-11
Iteration 2374: Weight 2359.94; Strategy Change = 3.16114e-11
Iteration 2375: Weight 2360.94; Strategy Change = 3.15717e-11
Iteration 2376: Weight 2361.94; Strategy Change = 3.1532e-11
Iteration 2377: Weight 2362.94; Strategy Change = 3.14924e-11
Iteration 2378: Weight 2363.94; Strategy Change = 3.14529e-11
Iteration 2379: Weight 2364.94; Strategy Change = 3.14134e-11
Iteration 2380: Weight 2365.94; Strategy Change = 3.1374e-11
Iteration 2381: Weight 2366.94; Strategy Change = 3.13347e-11
Iteration 2382: Weight 2367.94; Strategy Change = 3.12954e-11
Iteration 2383: Weight 2368.94; Strategy Change = 3.12562e-11
Iteration 2384: Weight 2369.94; Strategy Change = 3.12171e-11
Iteration 2385: Weight 2370.93; Strategy Change = 3.1178e-11
Iteration 2386: Weight 2371.93; Strategy Change = 3.1139e-11
Iteration 2387: Weight 2372.93; Strategy Change = 3.11e-11
Iteration 2388: Weight 2373.93; Strategy Change = 3.10611e-11
Iteration 2389: Weight 2374.93; Strategy Change = 3.10223e-11
Iteration 2390: Weight 2375.93; Strategy Change = 3.09836e-11
Iteration 2391: Weight 2376.93; Strategy Change = 3.09449e-11
Iteration 2392: Weight 2377.93; Strategy Change = 3.09062e-11
Iteration 2393: Weight 2378.93; Strategy Change = 3.08677e-11
Iteration 2394: Weight 2379.93; Strategy Change = 3.08292e-11
Iteration 2395: Weight 2380.93; Strategy Change = 3.07908e-11
Iteration 2396: Weight 2381.93; Strategy Change = 3.07524e-11
Iteration 2397: Weight 2382.92; Strategy Change = 3.07141e-11
Iteration 2398: Weight 2383.92; Strategy Change = 3.06758e-11
Iteration 2399: Weight 2384.92; Strategy Change = 3.06377e-11
Iteration 2400: Weight 2385.92; Strategy Change = 3.05995e-11
Iteration 2401: Weight 2386.92; Strategy Change = 3.05615e-11
Iteration 2402: Weight 2387.92; Strategy Change = 3.05235e-11
Iteration 2403: Weight 2388.92; Strategy Change = 3.04856e-11
Iteration 2404: Weight 2389.92; Strategy Change = 3.04477e-11
Iteration 2405: Weight 2390.92; Strategy Change = 3.04099e-11
Iteration 2406: Weight 2391.92; Strategy Change = 3.03722e-11
Iteration 2407: Weight 2392.92; Strategy Change = 3.03345e-11
Iteration 2408: Weight 2393.92; Strategy Change = 3.02969e-11
Iteration 2409: Weight 2394.91; Strategy Change = 3.02593e-11
Iteration 2410: Weight 2395.91; Strategy Change = 3.02218e-11
Iteration 2411: Weight 2396.91; Strategy Change = 3.01844e-11
Iteration 2412: Weight 2397.91; Strategy Change = 3.0147e-11
Iteration 2413: Weight 2398.91; Strategy Change = 3.01097e-11
Iteration 2414: Weight 2399.91; Strategy Change = 3.00725e-11
Iteration 2415: Weight 2400.91; Strategy Change = 3.00353e-11
Iteration 2416: Weight 2401.91; Strategy Change = 2.99982e-11
Iteration 2417: Weight 2402.91; Strategy Change = 2.99611e-11
Iteration 2418: Weight 2403.91; Strategy Change = 2.99241e-11
Iteration 2419: Weight 2404.91; Strategy Change = 2.98872e-11
Iteration 2420: Weight 2405.91; Strategy Change = 2.98503e-11
Iteration 2421: Weight 2406.9; Strategy Change = 2.98135e-11
Iteration 2422: Weight 2407.9; Strategy Change = 2.97767e-11
Iteration 2423: Weight 2408.9; Strategy Change = 2.97401e-11
Iteration 2424: Weight 2409.9; Strategy Change = 2.97034e-11
Iteration 2425: Weight 2410.9; Strategy Change = 2.96668e-11
Iteration 2426: Weight 2411.9; Strategy Change = 2.96303e-11
Iteration 2427: Weight 2412.9; Strategy Change = 2.95939e-11
Iteration 2428: Weight 2413.9; Strategy Change = 2.95575e-11
Iteration 2429: Weight 2414.9; Strategy Change = 2.95211e-11
Iteration 2430: Weight 2415.9; Strategy Change = 2.94849e-11
Iteration 2431: Weight 2416.9; Strategy Change = 2.94486e-11
Iteration 2432: Weight 2417.9; Strategy Change = 2.94125e-11
Iteration 2433: Weight 2418.9; Strategy Change = 2.93764e-11
Iteration 2434: Weight 2419.89; Strategy Change = 2.93403e-11
Iteration 2435: Weight 2420.89; Strategy Change = 2.93044e-11
Iteration 2436: Weight 2421.89; Strategy Change = 2.92684e-11
Iteration 2437: Weight 2422.89; Strategy Change = 2.92326e-11
Iteration 2438: Weight 2423.89; Strategy Change = 2.91968e-11
Iteration 2439: Weight 2424.89; Strategy Change = 2.9161e-11
Iteration 2440: Weight 2425.89; Strategy Change = 2.91253e-11
Iteration 2441: Weight 2426.89; Strategy Change = 2.90897e-11
Iteration 2442: Weight 2427.89; Strategy Change = 2.90541e-11
Iteration 2443: Weight 2428.89; Strategy Change = 2.90186e-11
Iteration 2444: Weight 2429.89; Strategy Change = 2.89832e-11
Iteration 2445: Weight 2430.89; Strategy Change = 2.89478e-11
Iteration 2446: Weight 2431.88; Strategy Change = 2.89124e-11
Iteration 2447: Weight 2432.88; Strategy Change = 2.88771e-11
Iteration 2448: Weight 2433.88; Strategy Change = 2.88419e-11
Iteration 2449: Weight 2434.88; Strategy Change = 2.88067e-11
Iteration 2450: Weight 2435.88; Strategy Change = 2.87716e-11
Iteration 2451: Weight 2436.88; Strategy Change = 2.87366e-11
Iteration 2452: Weight 2437.88; Strategy Change = 2.87016e-11
Iteration 2453: Weight 2438.88; Strategy Change = 2.86666e-11
Iteration 2454: Weight 2439.88; Strategy Change = 2.86317e-11
Iteration 2455: Weight 2440.88; Strategy Change = 2.85969e-11
Iteration 2456: Weight 2441.88; Strategy Change = 2.85621e-11
Iteration 2457: Weight 2442.88; Strategy Change = 2.85274e-11
Iteration 2458: Weight 2443.87; Strategy Change = 2.84927e-11
Iteration 2459: Weight 2444.87; Strategy Change = 2.84581e-11
Iteration 2460: Weight 2445.87; Strategy Change = 2.84236e-11
Iteration 2461: Weight 2446.87; Strategy Change = 2.83891e-11
Iteration 2462: Weight 2447.87; Strategy Change = 2.83547e-11
Iteration 2463: Weight 2448.87; Strategy Change = 2.83203e-11
Iteration 2464: Weight 2449.87; Strategy Change = 2.8286e-11
Iteration 2465: Weight 2450.87; Strategy Change = 2.82517e-11
Iteration 2466: Weight 2451.87; Strategy Change = 2.82175e-11
Iteration 2467: Weight 2452.87; Strategy Change = 2.81833e-11
Iteration 2468: Weight 2453.87; Strategy Change = 2.81492e-11
Iteration 2469: Weight 2454.87; Strategy Change = 2.81152e-11
Iteration 2470: Weight 2455.86; Strategy Change = 2.80812e-11
Iteration 2471: Weight 2456.86; Strategy Change = 2.80472e-11
Iteration 2472: Weight 2457.86; Strategy Change = 2.80133e-11
Iteration 2473: Weight 2458.86; Strategy Change = 2.79795e-11
Iteration 2474: Weight 2459.86; Strategy Change = 2.79457e-11
Iteration 2475: Weight 2460.86; Strategy Change = 2.7912e-11
Iteration 2476: Weight 2461.86; Strategy Change = 2.78783e-11
Iteration 2477: Weight 2462.86; Strategy Change = 2.78447e-11
Iteration 2478: Weight 2463.86; Strategy Change = 2.78112e-11
Iteration 2479: Weight 2464.86; Strategy Change = 2.77776e-11
Iteration 2480: Weight 2465.86; Strategy Change = 2.77442e-11
Iteration 2481: Weight 2466.86; Strategy Change = 2.77108e-11
Iteration 2482: Weight 2467.86; Strategy Change = 2.76775e-11
Iteration 2483: Weight 2468.85; Strategy Change = 2.76442e-11
Iteration 2484: Weight 2469.85; Strategy Change = 2.76109e-11
Iteration 2485: Weight 2470.85; Strategy Change = 2.75777e-11
Iteration 2486: Weight 2471.85; Strategy Change = 2.75446e-11
Iteration 2487: Weight 2472.85; Strategy Change = 2.75115e-11
Iteration 2488: Weight 2473.85; Strategy Change = 2.74785e-11
Iteration 2489: Weight 2474.85; Strategy Change = 2.74455e-11
Iteration 2490: Weight 2475.85; Strategy Change = 2.74126e-11
Iteration 2491: Weight 2476.85; Strategy Change = 2.73797e-11
Iteration 2492: Weight 2477.85; Strategy Change = 2.73469e-11
Iteration 2493: Weight 2478.85; Strategy Change = 2.73141e-11
Iteration 2494: Weight 2479.85; Strategy Change = 2.72814e-11
Iteration 2495: Weight 2480.84; Strategy Change = 2.72488e-11
Iteration 2496: Weight 2481.84; Strategy Change = 2.72162e-11
Iteration 2497: Weight 2482.84; Strategy Change = 2.71836e-11
Iteration 2498: Weight 2483.84; Strategy Change = 2.71511e-11
Iteration 2499: Weight 2484.84; Strategy Change = 2.71186e-11
Iteration 2500: Weight 2485.84; Strategy Change = 2.70862e-11
Iteration 2501: Weight 2486.84; Strategy Change = 2.70539e-11
Iteration 2502: Weight 2487.84; Strategy Change = 2.70216e-11
Iteration 2503: Weight 2488.84; Strategy Change = 2.69894e-11
Iteration 2504: Weight 2489.84; Strategy Change = 2.69572e-11
Iteration 2505: Weight 2490.84; Strategy Change = 2.6925e-11
Iteration 2506: Weight 2491.84; Strategy Change = 2.68929e-11
Iteration 2507: Weight 2492.84; Strategy Change = 2.68609e-11
Iteration 2508: Weight 2493.83; Strategy Change = 2.68289e-11
Iteration 2509: Weight 2494.83; Strategy Change = 2.67969e-11
Iteration 2510: Weight 2495.83; Strategy Change = 2.67651e-11
Iteration 2511: Weight 2496.83; Strategy Change = 2.67332e-11
Iteration 2512: Weight 2497.83; Strategy Change = 2.67014e-11
Iteration 2513: Weight 2498.83; Strategy Change = 2.66697e-11
Iteration 2514: Weight 2499.83; Strategy Change = 2.6638e-11
Iteration 2515: Weight 2500.83; Strategy Change = 2.66064e-11
Iteration 2516: Weight 2501.83; Strategy Change = 2.65748e-11
Iteration 2517: Weight 2502.83; Strategy Change = 2.65432e-11
Iteration 2518: Weight 2503.83; Strategy Change = 2.65117e-11
Iteration 2519: Weight 2504.83; Strategy Change = 2.64803e-11
Iteration 2520: Weight 2505.82; Strategy Change = 2.64489e-11
Iteration 2521: Weight 2506.82; Strategy Change = 2.64176e-11
Iteration 2522: Weight 2507.82; Strategy Change = 2.63863e-11
Iteration 2523: Weight 2508.82; Strategy Change = 2.6355e-11
Iteration 2524: Weight 2509.82; Strategy Change = 2.63238e-11
Iteration 2525: Weight 2510.82; Strategy Change = 2.62927e-11
Iteration 2526: Weight 2511.82; Strategy Change = 2.62616e-11
Iteration 2527: Weight 2512.82; Strategy Change = 2.62306e-11
Iteration 2528: Weight 2513.82; Strategy Change = 2.61996e-11
Iteration 2529: Weight 2514.82; Strategy Change = 2.61686e-11
Iteration 2530: Weight 2515.82; Strategy Change = 2.61377e-11
Iteration 2531: Weight 2516.82; Strategy Change = 2.61069e-11
Iteration 2532: Weight 2517.82; Strategy Change = 2.60761e-11
Iteration 2533: Weight 2518.81; Strategy Change = 2.60453e-11
Iteration 2534: Weight 2519.81; Strategy Change = 2.60146e-11
Iteration 2535: Weight 2520.81; Strategy Change = 2.5984e-11
Iteration 2536: Weight 2521.81; Strategy Change = 2.59533e-11
Iteration 2537: Weight 2522.81; Strategy Change = 2.59228e-11
Iteration 2538: Weight 2523.81; Strategy Change = 2.58923e-11
Iteration 2539: Weight 2524.81; Strategy Change = 2.58618e-11
Iteration 2540: Weight 2525.81; Strategy Change = 2.58314e-11
Iteration 2541: Weight 2526.81; Strategy Change = 2.5801e-11
Iteration 2542: Weight 2527.81; Strategy Change = 2.57707e-11
Iteration 2543: Weight 2528.81; Strategy Change = 2.57404e-11
Iteration 2544: Weight 2529.81; Strategy Change = 2.57102e-11
Iteration 2545: Weight 2530.81; Strategy Change = 2.568e-11
Iteration 2546: Weight 2531.8; Strategy Change = 2.56499e-11
Iteration 2547: Weight 2532.8; Strategy Change = 2.56198e-11
Iteration 2548: Weight 2533.8; Strategy Change = 2.55898e-11
Iteration 2549: Weight 2534.8; Strategy Change = 2.55598e-11
Iteration 2550: Weight 2535.8; Strategy Change = 2.55298e-11
Iteration 2551: Weight 2536.8; Strategy Change = 2.54999e-11
Iteration 2552: Weight 2537.8; Strategy Change = 2.54701e-11
Iteration 2553: Weight 2538.8; Strategy Change = 2.54403e-11
Iteration 2554: Weight 2539.8; Strategy Change = 2.54105e-11
Iteration 2555: Weight 2540.8; Strategy Change = 2.53808e-11
Iteration 2556: Weight 2541.8; Strategy Change = 2.53511e-11
Iteration 2557: Weight 2542.8; Strategy Change = 2.53215e-11
Iteration 2558: Weight 2543.79; Strategy Change = 2.52919e-11
Iteration 2559: Weight 2544.79; Strategy Change = 2.52624e-11
Iteration 2560: Weight 2545.79; Strategy Change = 2.52329e-11
Iteration 2561: Weight 2546.79; Strategy Change = 2.52035e-11
Iteration 2562: Weight 2547.79; Strategy Change = 2.51741e-11
Iteration 2563: Weight 2548.79; Strategy Change = 2.51447e-11
Iteration 2564: Weight 2549.79; Strategy Change = 2.51154e-11
Iteration 2565: Weight 2550.79; Strategy Change = 2.50862e-11
Iteration 2566: Weight 2551.79; Strategy Change = 2.5057e-11
Iteration 2567: Weight 2552.79; Strategy Change = 2.50278e-11
Iteration 2568: Weight 2553.79; Strategy Change = 2.49987e-11
Iteration 2569: Weight 2554.79; Strategy Change = 2.49696e-11
Iteration 2570: Weight 2555.79; Strategy Change = 2.49406e-11
Iteration 2571: Weight 2556.78; Strategy Change = 2.49116e-11
Iteration 2572: Weight 2557.78; Strategy Change = 2.48827e-11
Iteration 2573: Weight 2558.78; Strategy Change = 2.48538e-11
Iteration 2574: Weight 2559.78; Strategy Change = 2.48249e-11
Iteration 2575: Weight 2560.78; Strategy Change = 2.47961e-11
Iteration 2576: Weight 2561.78; Strategy Change = 2.47674e-11
Iteration 2577: Weight 2562.78; Strategy Change = 2.47386e-11
Iteration 2578: Weight 2563.78; Strategy Change = 2.471e-11
Iteration 2579: Weight 2564.78; Strategy Change = 2.46813e-11
Iteration 2580: Weight 2565.78; Strategy Change = 2.46528e-11
Iteration 2581: Weight 2566.78; Strategy Change = 2.46242e-11
Iteration 2582: Weight 2567.78; Strategy Change = 2.45957e-11
Iteration 2583: Weight 2568.78; Strategy Change = 2.45673e-11
Iteration 2584: Weight 2569.77; Strategy Change = 2.45389e-11
Iteration 2585: Weight 2570.77; Strategy Change = 2.45105e-11
Iteration 2586: Weight 2571.77; Strategy Change = 2.44822e-11
Iteration 2587: Weight 2572.77; Strategy Change = 2.44539e-11
Iteration 2588: Weight 2573.77; Strategy Change = 2.44257e-11
Iteration 2589: Weight 2574.77; Strategy Change = 2.43975e-11
Iteration 2590: Weight 2575.77; Strategy Change = 2.43693e-11
Iteration 2591: Weight 2576.77; Strategy Change = 2.43412e-11
Iteration 2592: Weight 2577.77; Strategy Change = 2.43132e-11
Iteration 2593: Weight 2578.77; Strategy Change = 2.42851e-11
Iteration 2594: Weight 2579.77; Strategy Change = 2.42572e-11
Iteration 2595: Weight 2580.77; Strategy Change = 2.42292e-11
Iteration 2596: Weight 2581.77; Strategy Change = 2.42014e-11
Iteration 2597: Weight 2582.76; Strategy Change = 2.41735e-11
Iteration 2598: Weight 2583.76; Strategy Change = 2.41457e-11
Iteration 2599: Weight 2584.76; Strategy Change = 2.41179e-11
Iteration 2600: Weight 2585.76; Strategy Change = 2.40902e-11
Iteration 2601: Weight 2586.76; Strategy Change = 2.40625e-11
Iteration 2602: Weight 2587.76; Strategy Change = 2.40349e-11
Iteration 2603: Weight 2588.76; Strategy Change = 2.40073e-11
Iteration 2604: Weight 2589.76; Strategy Change = 2.39798e-11
Iteration 2605: Weight 2590.76; Strategy Change = 2.39523e-11
Iteration 2606: Weight 2591.76; Strategy Change = 2.39248e-11
Iteration 2607: Weight 2592.76; Strategy Change = 2.38974e-11
Iteration 2608: Weight 2593.76; Strategy Change = 2.387e-11
Iteration 2609: Weight 2594.76; Strategy Change = 2.38427e-11
Iteration 2610: Weight 2595.75; Strategy Change = 2.38154e-11
Iteration 2611: Weight 2596.75; Strategy Change = 2.37881e-11
Iteration 2612: Weight 2597.75; Strategy Change = 2.37609e-11
Iteration 2613: Weight 2598.75; Strategy Change = 2.37337e-11
Iteration 2614: Weight 2599.75; Strategy Change = 2.37066e-11
Iteration 2615: Weight 2600.75; Strategy Change = 2.36795e-11
Iteration 2616: Weight 2601.75; Strategy Change = 2.36524e-11
Iteration 2617: Weight 2602.75; Strategy Change = 2.36254e-11
Iteration 2618: Weight 2603.75; Strategy Change = 2.35985e-11
Iteration 2619: Weight 2604.75; Strategy Change = 2.35715e-11
Iteration 2620: Weight 2605.75; Strategy Change = 2.35447e-11
Iteration 2621: Weight 2606.75; Strategy Change = 2.35178e-11
Iteration 2622: Weight 2607.75; Strategy Change = 2.3491e-11
Iteration 2623: Weight 2608.74; Strategy Change = 2.34642e-11
Iteration 2624: Weight 2609.74; Strategy Change = 2.34375e-11
Iteration 2625: Weight 2610.74; Strategy Change = 2.34108e-11
Iteration 2626: Weight 2611.74; Strategy Change = 2.33842e-11
Iteration 2627: Weight 2612.74; Strategy Change = 2.33576e-11
Iteration 2628: Weight 2613.74; Strategy Change = 2.3331e-11
Iteration 2629: Weight 2614.74; Strategy Change = 2.33045e-11
Iteration 2630: Weight 2615.74; Strategy Change = 2.3278e-11
Iteration 2631: Weight 2616.74; Strategy Change = 2.32516e-11
Iteration 2632: Weight 2617.74; Strategy Change = 2.32252e-11
Iteration 2633: Weight 2618.74; Strategy Change = 2.31988e-11
Iteration 2634: Weight 2619.74; Strategy Change = 2.31725e-11
Iteration 2635: Weight 2620.74; Strategy Change = 2.31462e-11
Iteration 2636: Weight 2621.73; Strategy Change = 2.312e-11
Iteration 2637: Weight 2622.73; Strategy Change = 2.30938e-11
Iteration 2638: Weight 2623.73; Strategy Change = 2.30676e-11
Iteration 2639: Weight 2624.73; Strategy Change = 2.30415e-11
Iteration 2640: Weight 2625.73; Strategy Change = 2.30154e-11
Iteration 2641: Weight 2626.73; Strategy Change = 2.29894e-11
Iteration 2642: Weight 2627.73; Strategy Change = 2.29634e-11
Iteration 2643: Weight 2628.73; Strategy Change = 2.29374e-11
Iteration 2644: Weight 2629.73; Strategy Change = 2.29115e-11
Iteration 2645: Weight 2630.73; Strategy Change = 2.28856e-11
Iteration 2646: Weight 2631.73; Strategy Change = 2.28597e-11
Iteration 2647: Weight 2632.73; Strategy Change = 2.28339e-11
Iteration 2648: Weight 2633.73; Strategy Change = 2.28081e-11
Iteration 2649: Weight 2634.73; Strategy Change = 2.27824e-11
Iteration 2650: Weight 2635.72; Strategy Change = 2.27567e-11
Iteration 2651: Weight 2636.72; Strategy Change = 2.27311e-11
Iteration 2652: Weight 2637.72; Strategy Change = 2.27054e-11
Iteration 2653: Weight 2638.72; Strategy Change = 2.26799e-11
Iteration 2654: Weight 2639.72; Strategy Change = 2.26543e-11
Iteration 2655: Weight 2640.72; Strategy Change = 2.26288e-11
Iteration 2656: Weight 2641.72; Strategy Change = 2.26034e-11
Iteration 2657: Weight 2642.72; Strategy Change = 2.25779e-11
Iteration 2658: Weight 2643.72; Strategy Change = 2.25525e-11
Iteration 2659: Weight 2644.72; Strategy Change = 2.25272e-11
Iteration 2660: Weight 2645.72; Strategy Change = 2.25019e-11
Iteration 2661: Weight 2646.72; Strategy Change = 2.24766e-11
Iteration 2662: Weight 2647.72; Strategy Change = 2.24514e-11
Iteration 2663: Weight 2648.71; Strategy Change = 2.24262e-11
Iteration 2664: Weight 2649.71; Strategy Change = 2.2401e-11
Iteration 2665: Weight 2650.71; Strategy Change = 2.23759e-11
Iteration 2666: Weight 2651.71; Strategy Change = 2.23508e-11
Iteration 2667: Weight 2652.71; Strategy Change = 2.23257e-11
Iteration 2668: Weight 2653.71; Strategy Change = 2.23007e-11
Iteration 2669: Weight 2654.71; Strategy Change = 2.22758e-11
Iteration 2670: Weight 2655.71; Strategy Change = 2.22508e-11
Iteration 2671: Weight 2656.71; Strategy Change = 2.22259e-11
Iteration 2672: Weight 2657.71; Strategy Change = 2.22011e-11
Iteration 2673: Weight 2658.71; Strategy Change = 2.21762e-11
Iteration 2674: Weight 2659.71; Strategy Change = 2.21514e-11
Iteration 2675: Weight 2660.71; Strategy Change = 2.21267e-11
Iteration 2676: Weight 2661.7; Strategy Change = 2.2102e-11
Iteration 2677: Weight 2662.7; Strategy Change = 2.20773e-11
Iteration 2678: Weight 2663.7; Strategy Change = 2.20527e-11
Iteration 2679: Weight 2664.7; Strategy Change = 2.20281e-11
Iteration 2680: Weight 2665.7; Strategy Change = 2.20035e-11
Iteration 2681: Weight 2666.7; Strategy Change = 2.1979e-11
Iteration 2682: Weight 2667.7; Strategy Change = 2.19545e-11
Iteration 2683: Weight 2668.7; Strategy Change = 2.193e-11
Iteration 2684: Weight 2669.7; Strategy Change = 2.19056e-11
Iteration 2685: Weight 2670.7; Strategy Change = 2.18812e-11
Iteration 2686: Weight 2671.7; Strategy Change = 2.18568e-11
Iteration 2687: Weight 2672.7; Strategy Change = 2.18325e-11
Iteration 2688: Weight 2673.7; Strategy Change = 2.18082e-11
Iteration 2689: Weight 2674.7; Strategy Change = 2.1784e-11
Iteration 2690: Weight 2675.69; Strategy Change = 2.17598e-11
Iteration 2691: Weight 2676.69; Strategy Change = 2.17356e-11
Iteration 2692: Weight 2677.69; Strategy Change = 2.17115e-11
